claim_text,claimant,claim_date,review_date,rating,publisher_domain,review_title,review_url,language,language_name,data_source,extraction_method
प्रकाश आंबेडकरांनी वक्फच्या  निर्णयाला पूर्ण समर्थन देत संजय राऊतांसह उद्धव ठाकरे यांना चांगलंच फटकारलंय.,,,"Apr 11, 2025",False,newschecker.in,प्रकाश आंबेडकरांनी वक्फच्या  निर्णयाला पूर्ण समर्थन देत संजय राऊतांसह उद्धव ठाकरे यांना चांगलंच फटकारलंय? येथे वाचा सत्य,https://newschecker.in/mr/fact-checks-mr/fact-check-mr/prakash-ambedkar-supports-waqf-bill-reprimanded-uddhav-and-raut,mr,Marathi,newschecker_scrape,html_fallback
संजय निरुपम यांनी एकनाथ शिंदे यांना गद्दार म्हटले.,,,"Apr 1, 2025",Missing Context,newschecker.in,कुणाल कामरा वाद: संजय निरुपम यांनी एकनाथ शिंदे यांना गद्दार म्हटले? हे आहे व्हायरल व्हिडिओमागील सत्य,https://newschecker.in/mr/fact-checks-mr/fact-check-mr/sanjay-nirupam-called-eknath-shinde-a-traitor,mr,Marathi,newschecker_scrape,html_fallback
"व्हिडिओमध्ये एआयएमआयएमचे प्रमुख असदुद्दीन ओवैसी संसदेत वक्फ दुरुस्ती विधेयकावर रडताना दिसत आहेत. हे विधेयक गुरुवार, ३ एप्रिल रोजी पहाटे लोकसभेत मंजूर झाले आणि २८८ सदस्यांनी त्याच्या बाजूने मतदान केले.",,,"Apr 4, 2025",False,newschecker.in,"वक्फ दुरुस्ती विधेयक: संसदेत असदुद्दीन ओवैसी रडले? नाही, जुना व्हिडिओ खोट्या दाव्यासह होतोय शेअर",https://newschecker.in/mr/fact-checks-mr/fact-check-mr/waqf-amendment-bill-asaduddin-owaisi-crying,mr,Marathi,newschecker_scrape,html_fallback
Claimमतदानादरम्यान मुस्लिम मतदारांना विशेष सुविधा देण्याची मागणी अरविंद केजरीवाल यांनी निवडणूक आयोगाकडे केली होती.Factव्हायरल पत्र बनावट आहे.,,,"Feb 11, 2025",False,newschecker.in,फॅक्ट चेक: मुस्लिम मतदारांसाठी विशेष सुविधांची मागणी करणारे पत्र अरविंद केजरीवाल यांनी निवडणूक आयोगाला लिहिलेले नाही,https://newschecker.in/mr/fact-checks-mr/fact-check-mr/arvind-kejriwal-viral-letter,mr,Marathi,newschecker_scrape,html_fallback
छत्रपतींचा केलेला अपमान चिल्लर असे मुख्यमंत्री देवेंद्र फडणवीस म्हणाले.,,,"Mar 6, 2025",Missing Context,newschecker.in,छत्रपतींचा केलेला अपमान चिल्लर असे मुख्यमंत्री देवेंद्र फडणवीस म्हणाले? येथे जाणून घ्या सत्य,https://newschecker.in/mr/fact-checks-mr/fact-check-mr/maharashtra-cm-remarks-on-koratkar,mr,Marathi,newschecker_scrape,html_fallback
पारंपारिक युद्धकलेचा सराव करणारी महिला दिल्लीच्या नवीन मुख्यमंत्री रेखा गुप्ता आहेत.,,,"Feb 21, 2025",False,newschecker.in,पारंपारिक युद्धकलेचा सराव करणारी महिला दिल्लीच्या नवीन मुख्यमंत्री रेखा गुप्ता नसून अभिनेत्री आहे,https://newschecker.in/mr/fact-checks-mr/fact-check-mr/new-delhi-cm-viral-video,mr,Marathi,newschecker_scrape,html_fallback
रमजानमध्ये पवन कल्याण इफ्तार पार्टी करतानाचा व्हिडीओ.,,,"Mar 10, 2025",False,newschecker.in,रमजानमध्ये पवन कल्याण इफ्तार पार्टी करत आहेत? सत्य जाणून घ्या,https://newschecker.in/mr/fact-checks-mr/fact-check-mr/pawan-kalyan-old-video-iftar-claim,mr,Marathi,newschecker_scrape,html_fallback
समाजवादी पक्षाच्या कार्यकाळात उत्तर प्रदेश पोलिसांमार्फत पोलिस ठाण्यात इफ्तार पार्टी आयोजित केल्याचा व्हिडिओ.,,,"Mar 17, 2025",False,newschecker.in,महाराष्ट्रात आयोजित केलेल्या इफ्तार पार्टीचा तीन वर्षे जुना व्हिडिओ यूपीमध्ये सपा राजवटीच्या काळातील अशा खोट्या दाव्यासह व्हायरल,https://newschecker.in/mr/fact-checks-mr/fact-check-mr/solapur-iftar-party-video,mr,Marathi,newschecker_scrape,html_fallback
"फेब्रुवारी महिन्याचा चौथा आठवडाही सोशल मीडियावरील अनेक पोस्टनी गाजला. नवी दिल्ली रेल्वे स्थानकावरील चेंगराचेंगरीमुळे रेल्वे मंत्री अश्विनी वैष्णव भावुक झाल्याचा दावा एका व्हिडिओच्या माध्यमातून करण्यात आला. छावा चित्रपटावर बंदीची मागणी करीत राष्ट्रवादीच्या कार्यकर्त्यांनी उपोषण केले, असा दावा करण्यात आला. व्हाईट हाऊसमध्ये अमेरिकेचे अध्यक्ष डोनाल्ड ट्रम्प आणि भारताचे पंतप्रधान नरेंद्र मोदी यांच्या संयुक्त पत्रकार परिषदेत बोलताना एका अमेरिकन पत्रकाराने भारतीय पत्रकाराची थट्टा केली, असा दावा झाला. पारंपारिक युद्धकलेचा सराव करणारी महिला दिल्लीच्या नवीन मुख्यमंत्री रेखा गुप्ता आहेत, असा दावा करण्यात आला. या आणि इतर प्रमुख दाव्यांचे फॅक्ट चेक या रिपोर्टमध्ये वाचता येतील.",,,"Feb 22, 2025",,newschecker.in,Weekly Wrap: अश्विनी वैष्णव भावनिक ते रेखा गुप्तांचा युद्धकला सराव पर्यंतचे फॅक्ट चेक,https://newschecker.in/mr/fact-checks-mr/fact-check-mr/weekly-wrap-viral-claims-fourth-week-feb-25,mr,Marathi,newschecker_scrape,html_fallback
"फेब्रुवारी महिन्याच्या तिसऱ्या आठवड्यात शंकराचार्यांवर लाठीचार्ज ते मोनालिसाच्या मृत्यूपर्यंत असंख्य दावे व्हायरल झाले. मतदानादरम्यान मुस्लिम मतदारांना विशेष सुविधा देण्याची मागणी अरविंद केजरीवाल यांनी निवडणूक आयोगाकडे केली होती, असा दावा करण्यात आला. श्री अविमुक्तेश्वरानंद सरस्वती यांच्यावर युपी पोलिसांनी लाठीचार्ज केला, असा दावा करण्यात आला. महाकुंभातील व्हायरल गर्ल मोनालिसाची हत्या आणि निधन झाले, असा दावा झाला. राष्ट्रपती भवनाने इतिहासात पहिल्यांदाच १२ फेब्रुवारी २०२५ रोजी खासगी लग्नाचे आयोजन केले होते, असा दावा करण्यात आला. ‘इंडियाज गॉट लेटेन्ट’ या शोमध्ये अयोग्य टिप्पण्या केल्यानंतर वादात सापडलेल्या रणवीर अलाहाबादियाला प्रचंड टीका झाल्यानंतर रडू कोसळले, असा दावा करण्यात आला. या आणि इतर प्रमुख दाव्यांचे फॅक्ट चेक या रिपोर्टमध्ये वाचता येतील.",,,"Feb 15, 2025",,newschecker.in,Weekly Wrap: शंकराचार्यांवर लाठीचार्ज ते मोनालिसाच्या मृत्यूपर्यंत व्हायरल दाव्यांचे फॅक्ट चेक,https://newschecker.in/mr/fact-checks-mr/fact-check-mr/weekly-wrap-viral-claims-of-third-week-feb-2025,mr,Marathi,newschecker_scrape,html_fallback
गांधी कुटुंबावर आरोप करणारा अमूलचा जाहिरात फलक.,,,"Dec 27, 2024",Altered Media,newschecker.in,गांधी कुटुंबावर आरोप करणारे अमूल जाहिरातीचे चित्र एडिटेड आहे,https://newschecker.in/mr/fact-checks-mr/fact-check-mr/amul-image-accusing-gandhi-family,mr,Marathi,newschecker_scrape,html_fallback
Claimभारतीय संविधान आणि लोकशाहिवर विश्वास नाही असे मुख्यमंत्री देवेंद्र फडणवीस म्हणाले.Factमुख्यमंत्री देवेंद्र फडणवीस यांच्या भाषणातील संदर्भ बदलून हा दिशाभूल करणारा दावा केला जात आहे.,,,"Dec 23, 2024",Missing Context,newschecker.in,फॅक्ट चेक: भारतीय संविधान आणि लोकशाहिवर विश्वास नाही असे मुख्यमंत्री देवेंद्र फडणवीस म्हणाले? जाणून घ्या सत्य,https://newschecker.in/mr/fact-checks-mr/fact-check-mr/cm-fadnvis-viral-claim-on-democracy,mr,Marathi,newschecker_scrape,html_fallback
"Claimएका कार्यक्रमादरम्यान राहुल गांधीनी मल्लिकार्जुन खरगे यांना त्यांच्या खुर्चीवरून उठण्यास भाग पाडून त्यांचा अपमान केला.Factव्हिडिओ क्लिप केलेला आढळला आहे, ज्यामध्ये खरगे यांना कार्यक्रमात बोलण्यासाठी आमंत्रित केल्यानंतर त्यांना गांधी त्यांच्या खुर्चीवरून उठण्यास मदत करत होते.",,,"Feb 8, 2025",False,newschecker.in,"काँग्रेसच्या कार्यक्रमात राहुल गांधींनी मल्लिकार्जुन खरगे यांना त्यांच्या जागेवरून जबरदस्तीने बाजूला केले? नाही, खोट्या दाव्यासह क्लिप केलेला व्हिडिओ व्हायरल",https://newschecker.in/mr/fact-checks-mr/fact-check-mr/did-rahul-gandhi-force-mallikarjun-kharge-out-of-his-seat,mr,Marathi,newschecker_scrape,html_fallback
Claimफोटोत माजी पंतप्रधान मनमोहन सिंग सोनिया गांधी यांच्या पायाला स्पर्श करीत आहेत.Factकाँग्रेसच्या प्रतिनिधीला मनमोहन सिंग असे सांगत हा दावा करण्यात आला आहे.,,,"Jan 3, 2025",False,newschecker.in,फॅक्ट चेक: या फोटोत मनमोहन सिंग सोनिया गांधींच्या पायाला स्पर्श करताना दिसताहेत? खोटा आहे हा दावा,https://newschecker.in/mr/fact-checks-mr/fact-check-mr/manmohan-singh-touching-sonia-gandhis-feet,mr,Marathi,newschecker_scrape,html_fallback
Claimजवाहरलाल नेहरू यांना 1962 मध्ये स्वामी विद्यानंद विदेह यांनी जाहीरपणे थप्पड मारली होती.Factपाटणा येथे 1962 मध्ये काँग्रेस पक्षाच्या बैठकीदरम्यान अचानक घुसलेल्या आंदोलकांपासून बचाव सुरु असतानाचे जवाहरलाल नेहरू यांचे चित्र खोटा दावा करून व्हायरल केले जात आहे.,,,"Dec 24, 2024",False,newschecker.in,फॅक्ट चेक: जवाहरलाल नेहरू यांना 1962 मध्ये स्वामी विद्यानंद विदेह यांनी जाहीरपणे थप्पड मारली होती? व्हायरल दावा खोटा आहे,https://newschecker.in/mr/fact-checks-mr/fact-check-mr/nehru-slapped-by-swami-vidyanand,mr,Marathi,newschecker_scrape,html_fallback
"Claimआदित्य ठाकरे यांच्या कॅफेवर पडलेल्या धाडीचा व्हिडीओ.Factहा व्हिडिओ २०२१ मध्ये मुंबईतील दीपा बारवर पोलिसांनी टाकलेल्या छाप्याचा आहे, ज्याचा ठाकरे कुटुंबाशी काहीही संबंध नाही.",,,"Jan 10, 2025",False,newschecker.in,फॅक्ट चेक: मुंबईतील ‘डान्सबार’ वर पडलेल्या छाप्याचा जुना व्हिडीओ आदित्य ठाकरेंशी जोडून व्हायरल,https://newschecker.in/mr/fact-checks-mr/fact-check-mr/raid-in-bar-viral-video,mr,Marathi,newschecker_scrape,html_fallback
Claimतिरुपती देवस्थानच्या जनसंपर्क अधिकारी मुबीना बेगमच्या घरावर पडलेल्या धाडीत सापडलेले दागिने.Factहा दावा खोटा आहे. मुबीना बेगम नामक महिला तिरुपती देवस्थानच्या जनसंपर्क अधिकारी पदावर नव्हती हे देवस्थानने स्पष्ट केले आहे. तसेच एका ज्वेलरी शोरूम मधून चोरीला गेलेल्या आणि वेल्लोर पोलिसांनी हस्तगत केलेल्या दागिन्यांचा व्हिडीओ खोटा दावा करून शेयर केला जात आहे.,,,"Jan 8, 2025",False,newschecker.in,फॅक्ट चेक: तिरुपती देवस्थानच्या जनसंपर्क अधिकारी मुबीना बेगमच्या घरावर पडलेल्या धाडीत सापडलेले दागिने म्हणत व्हायरल दावा खोटा आहे,https://newschecker.in/mr/fact-checks-mr/fact-check-mr/raid-on-tirupati-devsthan-pro,mr,Marathi,newschecker_scrape,html_fallback
"२०२४ वर्षाचा अखेरचा आठवडाही सोशल मीडियावर होणाऱ्या व्हायरल दाव्यांनी गाजला. भारतीय संविधान आणि लोकशाहिवर विश्वास नाही असे मुख्यमंत्री देवेंद्र फडणवीस म्हणाले, असा दावा करण्यात आला. जवाहरलाल नेहरू यांना 1962 मध्ये स्वामी विद्यानंद विदेह यांनी जाहीरपणे थप्पड मारली होती, असा दावा करण्यात आला. एनडीटीव्हीचे सहसंस्थापक प्रणव रॉय यांचे नाव परवेझ राजा आहे, असा दावा करण्यात आला. अमूल कंपनीने गांधी कुटुंबावर आरोप करणारा जाहिरात फलक बनविला आहे, असा दावा करण्यात आला. या वर्षाअखेरीस व्हायरल झालेल्या दाव्यांचे फॅक्टचेक या रिपोर्ट मध्ये पाहता येतील.",,,"Dec 28, 2024",,newschecker.in,Weekly Wrap: वर्षा अखेरीस व्हायरल झालेल्या दाव्यांचे फॅक्टचेक,https://newschecker.in/mr/fact-checks-mr/fact-check-mr/weekly-wrap-viral-claims-last-week-dec-24,mr,Marathi,newschecker_scrape,html_fallback
"डिसेंबर महिन्याच्या दुसऱ्या आठवड्यातही सोशल मीडियावर अनेक फेक दावे व्हायरल झाले. टाटा मोटर्स नवीन नॅनो कार लाँच करणार, असा दावा करण्यात आला. माझ्या मुस्लिम बांधवांसाठी दुःखाचा दिवस असे उद्धव ठाकरे म्हणत असल्याचे सांगणारे सकाळचे न्यूजकार्ड, असा दावा करण्यात आला. बांगलादेशातील इस्कॉनच्या गोशाळेवरील हल्याचा व्हिडीओ, असा दावा करण्यात आला. घटस्फोटानंतर पुन्हा लग्न केल्यावर अभिनेत्री ऐश्वर्या रायने लंडनस्थित उद्योगपती वाचे मानुकियानसोबत फोटो शेयर केले आहेत, असा दावा करण्यात आला. बांगलादेशमध्ये एक मुस्लिम व्यक्ती भारतीय तिरंगा पायदळी तुडवत आहे, असा दावा करण्यात आला. या आणि इतर प्रमुख दाव्यांचे फॅक्टचेक या रिपोर्टमध्ये वाचता येतील.",,,"Dec 14, 2024",,newschecker.in,"Weekly Wrap: नवीन नॅनो कार, ऐश्वर्याचे लग्न ते तिरंग्याचा अवमान पर्यंतच्या प्रमुख दाव्यांचे फॅक्टचेक",https://newschecker.in/mr/fact-checks-mr/ai-deepfake-2/weekly-wrap-viral-claim-of-second-week-of-december-2024,mr,Marathi,newschecker_scrape,html_fallback
गृहमंत्री अमित शहा यांनी बी. आर. आंबेडकरांबद्दल केलेल्या वक्तव्यावरून संसदेत निदर्शने आणि प्रति-निदर्शने झाली आहेत. आंबेडकर मुद्द्यावर काँग्रेस विरुद्ध भाजप असे चित्र आहे. काँग्रेस आणि भाजप या दोन्ही पक्षांनी गुरुवारी संसदेच्या आवारात एकाच वेळी निदर्शने करून एकमेकांवर आंबेडकरांचा अवमान केल्याचा आरोप केला. दोन्ही पक्षांनी एकमेकांवर आपल्या खासदारांना धक्काबुक्की आणि गैरवर्तन केल्याचा आरोप केल्याने हा वाद आणखी वाढला.,,,"Dec 20, 2024",,newschecker.in,आंबेडकर मुद्द्यावर काँग्रेस विरुद्ध भाजप: संसदेतील हाणामारीत राहुल गांधींनी भाजप खासदाराला धक्काबुक्की केल्याचे मान्य केले का?,https://newschecker.in/mr/fact-checks-mr/daily-reads-2/did-rahul-gandhi-admit-to-pushing-bjp-mp,mr,Marathi,newschecker_scrape,html_fallback
"केंद्रीय गृहमंत्री अमित शहा यांनी बाबासाहेब आंबेडकरांबद्दल राज्यसभेत केलेल्या विधानानंतर विरोधकांनी देशभरात जोरदार राजकीय वादाला तोंड फोडले आहे. केंद्रीय गृहमंत्र्यांवर दलितांचा अपमान केल्याचा विरोधकांचा आरोप आहे. विरोधकांनी शाह यांच्यावर राज्यघटनेच्या जनकाचा अनादर केल्याचा आरोप केला, तर काँग्रेसने आंबेडकरांचा निवडणूक फायद्यासाठी वापर केल्याचा आरोप करत भाजपने प्रत्युत्तर दिले आहे.",,,"Dec 19, 2024",,newschecker.in,"आंबेडकर वाद: केंद्रीय गृहमंत्र्यांवर दलितांचा अपमान केल्याचा विरोधकांचा आरोप, अमित शहा म्हणाले ‘विकृत टिप्पणी’",https://newschecker.in/mr/fact-checks-mr/daily-reads-2/opposition-accuses-union-home-minister-of-insulting-dalits,mr,Marathi,newschecker_scrape,html_fallback
"महाराष्ट्र विधानसभा निवडणुकीचा निकाल २३ नोव्हेंबर रोजी लागला. निकालानंतर पराभूत पक्ष आणि उमेदवारांपैकी बहुतेकांनी आपला निशाणा EVM वर साधला आहे. महाविकास आघाडीने तर याचा जोरदार धडाका सुरु केल्याचे दिसले. दरम्यान छत्रपती संभाजीनगर जिल्ह्यातील कन्नड विधानसभा मतदारसंघाचा निकाल आणि आकडेवारीत घोळ झाल्याच्या आरोपावरून तापलेले राजकारण मोठ्याप्रमाणात चर्चेत आहे. या आरोपांनी अवघा सोशल मीडिया व्यापून टाकला आहे. पती विरुद्ध पत्नी अशी लढत, महायुतीतून शिवसेना पक्षाच्या उमेदवार बनलेल्या पत्नीचा विजय, पराभूत पतीचे आरोप, निवडणूक आयोगाचे स्पष्टीकरण तरीही विरोधी पक्षांसाठी EVM वर आरोप करण्यासाठी मिळालेली संधी अशा अनेक पैलूंनी गाजलेल्या या प्रकरणाची माहिती या एक्सप्लेनर मधून आम्ही घेणार आहोत.",,,"Nov 29, 2024",,newschecker.in,Explainer: कन्नड मतदारसंघाचा निकाल आणि आकडेवारीत घोळ झाल्याच्या आरोपावरून तापलेले राजकारण नेमके काय आहे? जाणून घेऊयात,https://newschecker.in/mr/fact-checks-mr/explainer-fact-sheets-mr/explainer-controversy-after-kannad-vidhansabha-result,mr,Marathi,newschecker_scrape,html_fallback
Claimएका चित्रात प्रियंका गांधींच्या बॅगवर ‘मला बांगलादेशी हिंदूंची पर्वा नाही’ असे लिहिलेले दिसत आहे.Factहे चित्र एडिटेड आहे. एडिटिंगच्या माध्यमातून प्रियंका गांधींना पॅलेस्टाईनऐवजी ‘मला बांगलादेशी हिंदूंची पर्वा नाही’ अशा शब्दांची बॅग हातात धरल्याचे दाखवण्यात आले आहे.,,,"Dec 19, 2024",AlteredPhoto,newschecker.in,"‘मला बांगलादेशी हिंदूंची पर्वा नाही’ अशी हॅन्डबॅग घेऊन प्रियंका गांधी संसदेत पोहोचल्या? नाही, व्हायरल चित्र एडिटेड आहे",https://newschecker.in/mr/fact-checks-mr/fact-check-mr/edited-image-of-priyanka-gandhis-handbag,mr,Marathi,newschecker_scrape,html_fallback
Claimमाझ्या मुस्लिम बांधवांसाठी दुःखाचा दिवस असे उद्धव ठाकरे म्हणत असल्याचे सांगणारे सकाळचे न्यूजकार्ड.Factहा दावा खोटा असून संबंधित न्यूजकार्ड खोटे असल्याचे सकाळ माध्यमाने स्पष्ट केले आहे.,,,"Dec 10, 2024",False,newschecker.in,फॅक्ट चेक: ‘सकाळ’ चा लोगो वापरून बनविलेले उद्धव ठाकरेंचे बाबर बद्दलचे विधान म्हणत व्हायरल न्यूजकार्ड खोटे आहे,https://newschecker.in/mr/fact-checks-mr/fact-check-mr/sakal-news-card-showing-ubt-statement-on-babar-is-fake,mr,Marathi,newschecker_scrape,html_fallback
"Claimअमित शाह, अजित डोवाल आणि गौतम अदानी यांच्या प्रवेशावर अमेरिका आणि कॅनडाने बंदी घातली आहे.Factव्हायरल दावा खोटा आहे.",,,"Dec 3, 2024",False,newschecker.in,"अमित शाह, अजित डोवाल आणि गौतम अदानी यांच्या प्रवेशावर अमेरिका आणि कॅनडाने बंदी घातलेली नाही, खोटा दावा व्हायरल",https://newschecker.in/mr/fact-checks-mr/fact-check-mr/usa-canada-amit-shah-ajit-doval,mr,Marathi,newschecker_scrape,html_fallback
Claimपक्ष आणि चिन्ह भविष्यात जाणार असे फडणवीस यांनी सांगितल्याचे उदय सामंत म्हणाले.Factहा दावा खोटा आहे. लोकसत्ताचे न्यूजकार्ड एडिट करून हा बनावट दावा करण्यात आला आहे.,,,"Dec 6, 2024",Altered Photo,newschecker.in,फॅक्ट चेक: ‘लोकसत्ता’ चा लोगो वापरत उदय सामंत यांच्या नावे व्हायरल न्यूजकार्ड एडिटेड आहे,https://newschecker.in/mr/fact-checks-mr/fact-check-mr/viral-news-card-with-loksatta-logo-is-edited,mr,Marathi,newschecker_scrape,html_fallback
Claimव्हायरल फोटोमध्ये १९९२ मध्ये बाबरी मशीद पाडल्याच्या दिवशी एकनाथ शिंदे आणि देवेंद्र फडणवीस कारसेवकाच्या भूमिकेत एकत्र दिसत आहेत.Factफोटो २००२ चा आहे आणि त्यात नागपूरचे ज्येष्ठ भाजप नेते भोजराज डुंबे असून एकनाथ शिंदे नाहीत. लोडशेडिंगच्या विरोधात MSEB विरुद्धच्या आंदोलनादरम्यान फडणवीस यांच्यासोबत ते सहभागी झालेले दिसतात.,,,"Nov 30, 2024",False,newschecker.in,"फॅक्ट चेक: हा बाबरी मशीद विध्वंस दरम्यान एकनाथ शिंदे यांचा देवेंद्र फडणवीस यांच्यासोबतचा फोटो नाही, २००२ चा फोटो खोट्या दाव्यासह व्हायरल",https://newschecker.in/mr/fact-checks-mr/fact-check-mr/viral-photo-does-not-show-eknath-shinde-with-devendra-fadnavis-during-babri-masjid-demolition,mr,Marathi,newschecker_scrape,html_fallback
"महाराष्ट्र विधानसभा निवडणुकीची धामधूम संपली आणि नोव्हेंबर महिन्याच्या शेवटच्या टप्प्यात अनेक फेक दावे व्हायरल झाले. विधानसभा निवडणुकीनंतर महाराष्ट्रात ईव्हीएमविरोधात जोरदार निदर्शने करण्यात आली, असा दावा करण्यात आला. अवधान गावात कुणालबाबा पाटील यांना शून्य मतदान मिळाले म्हणून आंदोलन झाले, असा दावा करण्यात आला. यूपीच्या संभळमध्ये पोलिसांनी जमावावर लाठीचार्ज केला, असा दावा झाला. १९९२ मध्ये बाबरी मशीद पाडल्याच्या दिवशी एकनाथ शिंदे आणि देवेंद्र फडणवीस कारसेवकाच्या भूमिकेत एकत्र दिसत आहेत, असा दावा करण्यात आला. या आणि इतर प्रमुख दाव्यांचे फॅक्टचेक आम्हाला या रिपोर्टमध्ये पाहता येतील.",,,"Nov 30, 2024",,newschecker.in,Weekly Wrap: विधानसभा निवडणुकीनंतरच्या प्रमुख दाव्यांचे फॅक्टचेक,https://newschecker.in/mr/fact-checks-mr/fact-check-mr/weekly-wrap-viral-claims-post-assembly-election-2024,mr,Marathi,newschecker_scrape,html_fallback
"Claimसुप्रिया सुळे महाराष्ट्राच्या निवडणुकीत बिटकॉईन वापरण्याबाबत बोलताना.Factनाही, व्हायरल ऑडिओ AI जनरेटेड आहे.",,,"Nov 20, 2024",Altered Media,newschecker.in,फॅक्ट चेक: महाराष्ट्राच्या निवडणुकीत बिटकॉइन वादाशी जोडत सुप्रिया सुळे यांचा सांगत व्हायरल ऑडिओ एआय जनरेटेड आहे,https://newschecker.in/mr/fact-checks-mr/ai-deepfake-2/mh-supriya-sule-ai-audio,mr,Marathi,newschecker_scrape,html_fallback
"“१९९२ च्या दंगलीतील सहभाग ही चूकच, माफ करा – उद्धव ठाकरे” अशा शीर्षकाच्या सोशल मीडियावरील पोस्टने महाराष्ट्र विधानसभा निवडणुकीच्या तोंडावर राजकीय वर्तुळात खळबळ माजविली. “बाळासाहेबांनी ज्या गोष्टीचा अभिमान बाळगला त्याच गोष्टीसाठी आज उ.बा.ठा. दिलगिरी व्यक्त करत आहे. मत मिळवण्यासाठी अजून किती खालची पातळी गाठणार?” तसेच “महाराष्ट्रातील हिंदूंच्या आयुष्यातील हाच काळा दिवस आहे.” अशा कॅप्शनखाली प्रचंड व्हायरल झालेल्या पोस्टने तितकाच प्रचंड धुमाकूळ घातला. याच १९९२ च्या दंगलीवरून २०२४ च्या निवडणुकीच्या तोंडावर राजकीय दंगल माजविणाऱ्या खळबळजनक पोस्टची गोष्ट आपण या एक्सप्लेनेरच्या माध्यमातून जाणून घेणार आहोत.",,,"Nov 19, 2024",,newschecker.in,Explainer: १९९२ च्या दंगलीवरून २०२४ च्या निवडणुकीच्या तोंडावर राजकीय दंगल माजविणाऱ्या खळबळजनक पोस्टची गोष्ट,https://newschecker.in/mr/fact-checks-mr/explainer-fact-sheets-mr/the-story-of-the-claim-linked-to-the-1992-riots,mr,Marathi,newschecker_scrape,html_fallback
"Claimआमचे सर्व उमेदवार धर्माने नसले तरी मनाने कट्टर मुसलमान आहेत, असे संजय राऊत म्हणाले.Factशिवसेना (UBT) नेते आणि खासदार संजय राऊत यांनी असे विधान केलेले नाही.",,,"Nov 14, 2024",Satire,newschecker.in,"फॅक्ट चेक: आमचे सर्व उमेदवार धर्माने नसले तरी मनाने कट्टर मुसलमान आहेत, असे संजय राऊत म्हणाले नाहीत",https://newschecker.in/mr/fact-checks-mr/fact-check-mr/candidates-are-staunch-muslim-in-heart-though-not-in-religion,mr,Marathi,newschecker_scrape,html_fallback
Claimविधानसभा निवडणुकीनंतर महाराष्ट्रात ईव्हीएमविरोधात जोरदार निदर्शने करण्यात आली.Factदिल्लीत ईव्हीएमच्या विरोधात झालेल्या आंदोलनाचा जुना व्हिडिओ महाराष्ट्राचा म्हणून होतोय शेयर.,,,"Nov 28, 2024",False,newschecker.in,"फॅक्ट चेक: महाराष्ट्रात ईव्हीएम विरोधात प्रचंड आंदोलन? नाही, व्हायरल व्हिडिओमागील सत्य हे आहे",https://newschecker.in/mr/fact-checks-mr/fact-check-mr/massive-anti-evm-protest-in-maharashtra,mr,Marathi,newschecker_scrape,html_fallback
Claimलोकसभा अध्यक्ष ओम बिर्ला यांची मुलगी अंजली बिर्ला हिने मुस्लिम व्यक्तीशी लग्न केले आहे.Factलोकसभा अध्यक्ष ओम बिर्ला यांचे जावई अनीश राजानी हे मुस्लिम समाजातील नसून सिंधी व्यापारी कुटुंबातील आहेत.,,,"Nov 18, 2024",False,newschecker.in,"फॅक्ट चेक: ओम बिर्ला यांची मुलगी अंजली हिने मुस्लिम व्यक्तीसोबत लग्न केले? नाही, व्हायरल दावा खोटा आहे",https://newschecker.in/mr/fact-checks-mr/fact-check-mr/om-birlas-daughter-anjali-tie-the-knot-with-a-muslim-man,mr,Marathi,newschecker_scrape,html_fallback
"Claimभाजपा महायुतीला मतदान द्या, असे वंचीत बहुजन आघाडीचे प्रमुख प्रकाश आंबेडकर म्हणाले.Factहा दावा खोटा आहे. प्रकाश आंबेडकर यांच्या विधानाचा संदर्भ बदलून हा दावा करण्यात आला आहे.",,,"Nov 13, 2024",Missing Context,newschecker.in,"फॅक्ट चेक: भाजपा युतीला मतदान द्या, असे प्रकाश आंबेडकर म्हणाले? जाणून घ्या सत्य काय आहे",https://newschecker.in/mr/fact-checks-mr/fact-check-mr/prakash-ambedkar-of-vanchit-said-vote-for-bjp,mr,Marathi,newschecker_scrape,html_fallback
"शिवसेना (UBT) प्रमुख उद्धव ठाकरे यांनी 1992 च्या दंगलीत पक्षाच्या सहभागाबद्दल मुस्लिम नेत्यांची माफी मागितली, असे वृत्त एका वृत्तपत्राने दिले आहे.",,,"Nov 21, 2024",False,newschecker.in,1992 च्या दंगलीबद्दल उद्धव ठाकरेंनी मुस्लिम नेत्यांची माफी मागितल्याचा दावा करणारे व्हायरल वृत्तपत्र कात्रण खोटे आहे,https://newschecker.in/mr/fact-checks-mr/fact-check-mr/uddhav-thackeray-apologised-to-muslim-leaders-for-1992-riots,mr,Marathi,newschecker_scrape,html_fallback
Claimयोगी आदित्यनाथ यांनी महाराष्ट्रात बुलडोझरवर स्वार होऊन प्रचार केला.Factव्हिडिओमध्ये जेसीबीवर योगी आदित्यनाथ नाहीत.,,,"Nov 11, 2024",False,newschecker.in,फॅक्ट चेक: योगी आदित्यनाथ यांनी बुलडोझरवर स्वार होऊन महाराष्ट्रात प्रचार केला?,https://newschecker.in/mr/fact-checks-mr/fact-check-mr/yogi-adityanath-maharashtra-bulldozer,mr,Marathi,newschecker_scrape,html_fallback
