query,query_lang,claim_text,claimant,claim_date,claim_date_parsed,claim_year,claim_month,publisher_name,publisher_domain,review_title,review_url,review_date,rating,rating_clean,language,language_name,claim_char_len,claim_word_len,detected_script,has_claimant,data_source
,,भक्तो की बुआ पाकिस्तान में भी है,facebook user,2020-08-05T00:00:00Z,2020-08-05 00:00:00+00:00,2020.0,8.0,gujarati.newschecker.in,gujarati.newschecker.in,,,2020-08-12T00:00:00Z,partly true/misleading,misleading,gu,Gujarati,32,7,devanagari,True,xfact_2021
,,મધ્યપ્રદેશના પૂર્વ CM દિગ્વિજય સિંહ અને કોંગ્રેસ નેતાની પુત્રી શ્રેયાંશી સિંહ ભાજપમાં જોડાઈ છે.,news channel,2020-10-04T00:00:00Z,2020-10-04 00:00:00+00:00,2020.0,10.0,gujarati.newschecker.in,gujarati.newschecker.in,,https://itel.dailyhunt.in/news/india/gujarati/newschecker+gujarati-epaper-nwschgu/konges+neta+digvijay+sinhana+putri+shreyanshi+sinh+bhajapama+jodaya+hovano+bhramak+davo+vayaral-newsid-n220457634?pgs=N&pgn=0&,2020-10-08T00:00:00Z,false,false,gu,Gujarati,95,14,gujarati,True,xfact_2021
,,the law of this country is only for poor people,Facebook user,2020-10-09T00:00:00Z,2020-10-09 00:00:00+00:00,2020.0,10.0,gujarati.newschecker.in,gujarati.newschecker.in,,,2020-10-11T00:00:00Z,false,false,gu,Gujarati,47,10,latin,True,xfact_2021
,,"अगर हमारी सरकार गिरी तो पूरे देश में आग लगा दूंगा — योगी आदित्यनाथ, नादान ये देश तेरे बाप का है...?",twitter user,2020-01-09T00:00:00Z,2020-01-09 00:00:00+00:00,2020.0,1.0,gujarati.newschecker.in,gujarati.newschecker.in,,,2020-02-28T00:00:00Z,partly true/misleading,misleading,gu,Gujarati,99,21,devanagari,True,xfact_2021
,,આ વીડિયોમાં એવું સ્પષ્ટ પણે દેખાઈ આવે છે….કે અમેરિકાના રાષ્ટ્રપતિ ડોનાલ્ડ ટ્રમ્પના પત્ની અમેરિકાના પૂર્વ રાષ્ટ્રપતિ ઓબામાને ગિફ્ટ આપે છે…જે ગિફ્ટ ઓબામા સ્વીકારવા ખાતર સ્વીકારી લે છે….અને પછી થોડાક આગળ જઈને એ ગિફ્ટને તેઓ ફેંકી દે છે….અને ત્યાંથી ચાલ્યા જાય છે,twitter user,2020-06-06T00:00:00Z,2020-06-06 00:00:00+00:00,2020.0,6.0,gujarati.newschecker.in,gujarati.newschecker.in,,https://www.bbc.com/gujarati/international-54960667,2020-06-13T00:00:00Z,partly true/misleading,misleading,gu,Gujarati,258,41,gujarati,True,xfact_2021
,,सोशल मीडिया ने दिखाई अपनी ताकत... गुजरात मंत्री का बेटा गिरफ्तार। देश की जाँबाज़ बेटी सुनीता यादव का इस्तीफा ना मंजूर.,twitter user,2020-07-13T00:00:00Z,2020-07-13 00:00:00+00:00,2020.0,7.0,gujarati.newschecker.in,gujarati.newschecker.in,,,2020-07-14T00:00:00Z,partly true/misleading,misleading,gu,Gujarati,118,21,devanagari,True,xfact_2021
,,"कंगना राणावत के सम्मान में, 1000 गाड़ियों के साथ करणी सेना महाराष्ट्र रवाना। जय भवानी जय राजपूताना। अब देखो हमारी ताकत।।। जय श्रीराम",twitter user,2020-09-09T00:00:00Z,2020-09-09 00:00:00+00:00,2020.0,9.0,gujarati.newschecker.in,gujarati.newschecker.in,,,2020-09-10T00:00:00Z,partly true/misleading,misleading,gu,Gujarati,132,23,devanagari,True,xfact_2021
,,"ऐसा बनेगा अयोध्या में प्रभु श्री राम जी का भव्य मंदिर देखते हैं कितने भारतीय खुश हैं..जो नही भी खुश है..,उन्हें जय श्रीराम",facebook user,2020-07-29T00:00:00Z,2020-07-29 00:00:00+00:00,2020.0,7.0,gujarati.newschecker.in,gujarati.newschecker.in,,,2020-08-11T00:00:00Z,false,false,gu,Gujarati,122,23,devanagari,True,xfact_2021
,,લીલાવતી હોસ્પિટલ મુંબઇ ના ડોક્ટરે સાફ શબ્દો માં જે કહ્યુ તે સાંભળો .,facebook user,2020-07-19T00:00:00Z,2020-07-19 00:00:00+00:00,2020.0,7.0,gujarati.newschecker.in,gujarati.newschecker.in,,,2020-07-20T00:00:00Z,partly true/misleading,misleading,gu,Gujarati,68,13,gujarati,True,xfact_2021
,,"યસ બેંક ડૂબવાના કારણે જે 18,238 કર્મચારીઓ નોકરી ગુમાવશે તેમાં 17,000 હિંદુ છે. બોલો જય શ્રીરામ",facebook user,2020-03-07T00:00:00Z,2020-03-07 00:00:00+00:00,2020.0,3.0,gujarati.newschecker.in,gujarati.newschecker.in,,,2020-03-13T00:00:00Z,partly true/misleading,misleading,gu,Gujarati,94,16,gujarati,True,xfact_2021
,,"पीएम श्री @narendramodi जी को दुनिया की सबसे लंबी राजमार्ग सुरंग 'अटल सुरंग' के लिए बधाई। यह सुरंग देश की सीमाओं की रक्षा करने में महत्वपूर्ण भूमिका निभाएगी।मनाली व लेह के बीच की दूरी भी 4 से 5 घंटे कम हो जाएगी,अर्थव्यवस्था और पर्यटन क्षेत्र को बढ़ावा मिलेगा।",twitter users,2020-10-03T00:00:00Z,2020-10-03 00:00:00+00:00,2020.0,10.0,gujarati.newschecker.in,gujarati.newschecker.in,,,2020-10-05T00:00:00Z,false,false,gu,Gujarati,259,48,devanagari,True,xfact_2021
,,मुम्बई मलाड के दूर्गा पूजा पांडाल में भजन बंद करवाकर जेहादी असलम बोला!,twitter user,2020-10-18T00:00:00Z,2020-10-18 00:00:00+00:00,2020.0,10.0,gujarati.newschecker.in,gujarati.newschecker.in,,,2020-10-18T00:00:00Z,false,false,gu,Gujarati,70,13,devanagari,True,xfact_2021
,,1000 કામ સાઇડ મા મૂકી ને આ ઓડિયો ક્લિપ ને તમારા માટે અને તમારા પરિવાર ની ભલાઈ માટે સાંભળો,facebook user,2020-08-23T00:00:00Z,2020-08-23 00:00:00+00:00,2020.0,8.0,gujarati.newschecker.in,gujarati.newschecker.in,,https://www.bbc.com/gujarati/international-52533851,2020-08-25T00:00:00Z,false,false,gu,Gujarati,89,19,gujarati,True,xfact_2021
,,કંગના રાણાવત શું કહી રહી છે જુઓ મિત્રો યે ઝાંસી કી રાની ક્યા મેરી ચાચી લગતી હૈ ??તેની નજર માં ઝાંસી ની રાણી ની કેટલી ઈજ્જત છે તે આપ જોઈ શકો છો હવે શું કહેશો અંધ ભક્તો ?,facebook user,2020-09-12T00:00:00Z,2020-09-12 00:00:00+00:00,2020.0,9.0,gujarati.newschecker.in,gujarati.newschecker.in,,https://gujarati.factcrescendo.com/tag/%E0%AA%9C%E0%AA%BE%E0%AA%82%E0%AA%B8%E0%AB%80-%E0%AA%95%E0%AB%80-%E0%AA%B0%E0%AA%BE%E0%AA%A3%E0%AB%80/,2020-09-14T00:00:00Z,partly true/misleading,misleading,gu,Gujarati,168,38,gujarati,True,xfact_2021
,,आखिर सच्च कबूल कर ही लिया मेरे देश के जवान मारे जा रहें हैं मैं देख रहा हूँ हिंदुस्तान सर झुका रहा है ऐसा दर्द कभी देखा नहीं। भारत इस तरह से असहायता का अनुभव करे इससे बड़ा दुर्भाग्य और कोई नहीं।इसके लिए पूरी तरह केंद्र सरकार को ज़िम्मेवार मानता हूँ-,twitter user,2020-06-18T00:00:00Z,2020-06-18 00:00:00+00:00,2020.0,6.0,gujarati.newschecker.in,gujarati.newschecker.in,,,2020-06-18T00:00:00Z,partly true/misleading,misleading,gu,Gujarati,249,51,devanagari,True,xfact_2021
,,"આર્ટિકલ 30 : મદરેસામાં કુરાન ભણાવવામાં આવશે !, આર્ટિકલ 30(અ ) : શાળામાં ગીતા ભણાવવામાં આવશે",twitter user,2020-02-17T00:00:00Z,2020-02-17 00:00:00+00:00,2020.0,2.0,gujarati.newschecker.in,gujarati.newschecker.in,,https://gujarati.newschecker.in/fact-checks/quran-can-be-taught-in-the-madarsas/,2020-03-05T00:00:00Z,partly true/misleading,misleading,gu,Gujarati,91,16,gujarati,True,xfact_2021
,,"જુવો અમેરિકા માં વોલમાર્ટ આગળ લાગી લાઈનો. આપણા ત્યાં નાની નાની કરિયાણાની દુકાનો હોવાથી આવી પરિસ્થિતિ નથી,જુવો અમેરિકનો ની દશા એટલે આવા મોલ માં ખરીદી બંધ કરો",facebook user,2020-04-05T00:00:00Z,2020-04-05 00:00:00+00:00,2020.0,4.0,gujarati.newschecker.in,gujarati.newschecker.in,,https://gujarati.factcrescendo.com/tag/mall/,2020-05-14T00:00:00Z,partly true/misleading,misleading,gu,Gujarati,156,27,gujarati,True,xfact_2021
,,વર્ષની સૌથી મોટી ભરતી કુલ 3114 જગ્યાઓ💥ભારત યુવા સશક્તિકરણ પ્રોજેક્ટ અંતર્ગત જિલ્લા અમલીકરણ એકમો માટે 📝ભરતી અંગેની જાહેરાત📝 ઓનલાઈન અરજી માટે જુઓ વેબસાઈટ👇 https://www.indiayep.org,website,2020-02-24T00:00:00Z,2020-02-24 00:00:00+00:00,2020.0,2.0,gujarati.newschecker.in,gujarati.newschecker.in,,,2020-02-24T00:00:00Z,partly true/misleading,misleading,gu,Gujarati,177,24,gujarati,True,xfact_2021
,,લડાખ વિવાદમાં શહીદ થયેલ કર્નલ સંતોષ બાબુની દીકરી દ્વારા તેમને શ્રદ્ધાંજલી અપાઈ,twitter user,2020-06-17T00:00:00Z,2020-06-17 00:00:00+00:00,2020.0,6.0,gujarati.newschecker.in,gujarati.newschecker.in,,https://gujarati.newschecker.in/fact-checks/misleading-image-viral-as-daughter-of-martyr-santosh-babu/,2020-06-19T00:00:00Z,partly true/misleading,misleading,gu,Gujarati,78,12,gujarati,True,xfact_2021
,,જે ધારા સભ્ય ને કોર્ટે ગેરલાયક ઠેરવ્યા હતા. જેવો 8 પાસ હોવા છતાં શિક્ષણ મંત્રી છે જેમના નેતૃત્વ માં આજે શિક્ષણ ખાડે ગયું છે,facebook user,2020-09-24T00:00:00Z,2020-09-24 00:00:00+00:00,2020.0,9.0,gujarati.newschecker.in,gujarati.newschecker.in,,https://infinix.dailyhunt.in/news/india/gujarati/newschecker+in+gujarati-epaper-nwschgu/gujaratana+shikshan+mantri+matr+8+dhoran+pas+hovano+bhramak+davo+vayaral+jano+shu+chhe+saty-newsid-n218616866,2020-09-30T00:00:00Z,partly true/misleading,misleading,gu,Gujarati,123,24,gujarati,True,xfact_2021
,,"મુંબઈમાં ભારે વરસાદ થી ચારે તરફ પાણી પાણી ફરી વળ્યાં , સીલિંક ખાતે પાણી ભરાયા",facebook user,2020-08-06T00:00:00Z,2020-08-06 00:00:00+00:00,2020.0,8.0,gujarati.newschecker.in,gujarati.newschecker.in,,https://gujarati.factcrescendo.com/2017-old-video-from-lakshdweep-shared-as-high-tide-an-mumbais-sea-link/,2020-08-07T00:00:00Z,false,false,gu,Gujarati,77,15,gujarati,True,xfact_2021
,,सरदार पटेल की प्रतिमा आए 3000 करोड पर ज्ञान पेलने वाले चमचो... 2 साल मे प्रतिमा 4461 करोड़ रुपए की कमाई कर चुकी है।,twitter user,2020-02-28T00:00:00Z,2020-02-28 00:00:00+00:00,2020.0,2.0,gujarati.newschecker.in,gujarati.newschecker.in,,,2020-02-29T00:00:00Z,partly true/misleading,misleading,gu,Gujarati,115,24,devanagari,True,xfact_2021
,,કોરોના ઈફેક્ટસ પશ્ચિમ બંગાળમાં વિનાશક વાવાઝોડા નો વિડિઓ વાયરલ રોડ પર મોટા મોટા ટ્રકો તથા કન્ટેએનર ઉલ્ટા પડી ગયા. એક બાજુ કોરોના તો બીજી બાજુ વિનાશક વાવાઝોડું અને બેગ્લોર માં આકાશ માં અજીબો ગરીબ અવાજો ઘરે રહો સલામત રહો,facebook user,2020-05-20T00:00:00Z,2020-05-20 00:00:00+00:00,2020.0,5.0,gujarati.newschecker.in,gujarati.newschecker.in,,,2020-05-22T00:00:00Z,partly true/misleading,misleading,gu,Gujarati,217,39,gujarati,True,xfact_2021
,,"નેપાળ બાદ હવે ભૂતાને ભારતની ચિંતા વધારી, આસામમાં સિંચાઈનું પાણી રોક્યું",twitter user,2020-06-26T00:00:00Z,2020-06-26 00:00:00+00:00,2020.0,6.0,gujarati.newschecker.in,gujarati.newschecker.in,,,2020-07-02T00:00:00Z,false,false,gu,Gujarati,71,11,gujarati,True,xfact_2021
,,"બાબા રામદેવે કોરોના વાઇરસથી બચવા ગૌમુત્રમાંથી રસી બનાવી અને પોતા ઉપર પ્રયોગ કર્યો ,યુરીનની અસરને કારણે યુરેસીમીયા થઇ જતાં તાત્કાલીક હોસ્પીટલમાં ભરતી કરવા પડયા.",facebook user,2020-03-13T00:00:00Z,2020-03-13 00:00:00+00:00,2020.0,3.0,gujarati.newschecker.in,gujarati.newschecker.in,,https://www.bbc.com/gujarati/international-51833748,2020-03-16T00:00:00Z,false,false,gu,Gujarati,159,24,gujarati,True,xfact_2021
,,"सुरत से आ रहें थे पैदल भुख बरदाश नहीं हुआ तो सूसाईट कर लिए इसकी जिम्मेदार भारत सरकार""",twitter user,2020-04-03T00:00:00Z,2020-04-03 00:00:00+00:00,2020.0,4.0,gujarati.newschecker.in,gujarati.newschecker.in,,,2020-05-27T00:00:00Z,partly true/misleading,misleading,gu,Gujarati,85,18,devanagari,True,xfact_2021
,,न्यूजीलैंड में भारतीय संस्कृति की महिमा।,facebook user,2020-08-19T00:00:00Z,2020-08-19 00:00:00+00:00,2020.0,8.0,gujarati.newschecker.in,gujarati.newschecker.in,,,2020-08-21T00:00:00Z,false,false,gu,Gujarati,40,6,devanagari,True,xfact_2021
,,ચાલો અમદાવાદમાં બહુ મોટી રથયાત્રા શરૂ ના થઈ.કોઇ અફસોસની વાત નથી. જેવો માહોલ. આપણે જોઈએ નયુઝીલેડ ની રથયાત્રા,facebook user,2020-06-28T00:00:00Z,2020-06-28 00:00:00+00:00,2020.0,6.0,gujarati.newschecker.in,gujarati.newschecker.in,,,2020-06-29T00:00:00Z,partly true/misleading,misleading,gu,Gujarati,107,18,gujarati,True,xfact_2021
,,ચાણોદ - મલ્હાર ઘાટ નું નયનરમ્ય દ્રશ્ય. નર્મદા નદી પોતાનાં અસલ સ્વરૂપમાં. નમો નમામી નર્મદે🙏🏻,Facebook user,2020-08-30T00:00:00Z,2020-08-30 00:00:00+00:00,2020.0,8.0,gujarati.newschecker.in,gujarati.newschecker.in,,https://ms-my.facebook.com/gujaratitraveller/videos/%E0%AA%9A%E0%AA%BE%E0%AA%A3%E0%AB%8B%E0%AA%A6-%E0%AA%AE%E0%AA%B2%E0%AB%8D%E0%AA%B9%E0%AA%BE%E0%AA%B0-%E0%AA%98%E0%AA%BE%E0%AA%9F-%E0%AA%A8%E0%AB%81%E0%AA%82-%E0%AA%A8%E0%AA%AF%E0%AA%A8%E0%AA%B0%E0%AA%AE%E0%AB%8D%E0%AA%AF-%E0%AA%A6%E0%AB%8D%E0%AA%B0%E0%AA%B6%E0%AB%8D%E0%AA%AF-%E0%AA%A8%E0%AA%B0%E0%AB%8D%E0%AA%AE%E0%AA%A6%E0%AA%BE-%E0%AA%A8%E0%AA%A6%E0%AB%80-%E0%AA%AA%E0%AB%8B%E0%AA%A4%E0%AA%BE%E0%AA%A8%E0%AA%BE%E0%AA%82-%E0%AA%85%E0%AA%B8%E0%AA%B2-%E0%AA%B8%E0%AB%8D%E0%AA%B5%E0%AA%B0%E0%AB%82%E0%AA%AA%E0%AA%AE%E0%AA%BE%E0%AA%82-%E0%AA%A8%E0%AA%AE%E0%AB%8B-%E0%AA%A8%E0%AA%AE%E0%AA%BE%E0%AA%AE%E0%AB%80-%E0%AA%A8/371322230698626/,2020-08-31T00:00:00Z,false,false,gu,Gujarati,91,15,gujarati,True,xfact_2021
,,ઉત્તરાખંડના જંગલમાં ભીષણ આગ લાગવાની ઘટના સાથે કેટલીક તસ્વીર અને વિડિઓ સોશ્યલ મીડિયા પર શેયર કરવામાં આવ્યા છે. આ ઘટના પર ટ્વીટર અને ફેસબુક પર અસંખ્ય લોકો દ્વારા પોસ્ટ કરવામાં આવી છે.,twitter user,2020-05-26T00:00:00Z,2020-05-26 00:00:00+00:00,2020.0,5.0,gujarati.newschecker.in,gujarati.newschecker.in,,https://gujarati.newschecker.in/fact-checks/uttarakhand-forest-fire-broke-out-in-srinagar-of-pauri-garhwal-district-today/,2020-05-29T00:00:00Z,partly true/misleading,misleading,gu,Gujarati,181,32,gujarati,True,xfact_2021
,,ગુજરાતના મુખ્યમંત્રી કોરોના સામે ની લડાઈમાં નિષ્ફળ ગયા છે જેથી હવે મંત્રી મનસુખ માંડવીયા નવા મુખ્યમંત્રી બનશે.,facebook viral post,2020-05-08T00:00:00Z,2020-05-08 00:00:00+00:00,2020.0,5.0,gujarati.newschecker.in,gujarati.newschecker.in,,https://zeenews.india.com/gujarati/gujarat/rupani-going-mansukh-mandvia-clarifies-after-rumors-on-social-media-93350,2020-05-08T00:00:00Z,partly true/misleading,misleading,gu,Gujarati,110,17,gujarati,True,xfact_2021
,,जो मुसलमान को गद्दार कहता है वह जरा देख ले भक्तों का बाप का नाम लिखा हुआ है,twitter user,2020-09-23T00:00:00Z,2020-09-23 00:00:00+00:00,2020.0,9.0,gujarati.newschecker.in,gujarati.newschecker.in,,,2020-09-25T00:00:00Z,false,false,gu,Gujarati,75,18,devanagari,True,xfact_2021
,,"આ છે છતીશગઢ઼ના કોંગ્રેસી મુખ્યમંત્રીના ઉપ-સચિવ, જે 2008 બેચના ઓફિસર હતા, ઈન્ક્મ ટેક્સ વિભાગને તેમના ઘરમાં રેઇડ કરી હતી, અધિકારીઓને 100 કરોડ કેશ અને 25 કિલો સોનુ અને અનેક પ્રોપર્ટીના કાગળો મળ્યા છે.",twitter user,2020-03-04T00:00:00Z,2020-03-04 00:00:00+00:00,2020.0,3.0,gujarati.newschecker.in,gujarati.newschecker.in,,https://gujarati.newschecker.in/tag/mp/feed/,2020-03-06T00:00:00Z,partly true/misleading,misleading,gu,Gujarati,197,33,gujarati,True,xfact_2021
,,કેન્દ્રિય ગૃહ મંત્રી અમિત શાહનો કોરોના રિપોર્ટ નેગેટિવ,twitter user,2020-08-09T00:00:00Z,2020-08-09 00:00:00+00:00,2020.0,8.0,gujarati.newschecker.in,gujarati.newschecker.in,,,2020-08-14T00:00:00Z,false,false,gu,Gujarati,54,8,gujarati,True,xfact_2021
,,મુકેશ અંબાણી JIO-G નામથી ટૂંક સમયમાં એક ગેમ લોન્ચ કરવા જઈ રહ્યા છે,twitter user,2020-09-02T00:00:00Z,2020-09-02 00:00:00+00:00,2020.0,9.0,gujarati.newschecker.in,gujarati.newschecker.in,,https://m.dailyhunt.in/news/india/gujarati/newschecker+in+gujarati-epaper-nwschgu/mukesh+ambani+dvara+jio+g+gem+lonch+karavani+jaherat+karavama+aavi+hovano+bhramak+davo+vayaral-newsid-n214568820,2020-09-13T00:00:00Z,partly true/misleading,misleading,gu,Gujarati,66,13,gujarati,True,xfact_2021
,,એક મુસ્લિમ યુવકે જૂઠું બોલીને એક હિન્દૂ છોકરીને ફસાવી તેની સાથે લગ્ન કર્યા....પછી હિન્દૂ છોકરીને હકીકતની જાણ થઈ તો મુસ્લિમ યુવક પહેલેથી જ પરણિત હતો અને એને બે સંતાનો પણ છે એવી...પછી હિન્દૂની છોકરીએ કરી જોયા જેવી...તે વીડિયોમાં જણાય છે...,facebook user,2020-10-22T00:00:00Z,2020-10-22 00:00:00+00:00,2020.0,10.0,gujarati.newschecker.in,gujarati.newschecker.in,,,2020-10-22T00:00:00Z,false,false,gu,Gujarati,237,40,gujarati,True,xfact_2021
,,ચલો ભાઈ પઠાણ નું પણ ટ્રેલર આવી ગયું છે શું કરવાનું છે એ તો આપ ને ખબર જ હશે ને ?,twitter user,2020-09-22T00:00:00Z,2020-09-22 00:00:00+00:00,2020.0,9.0,gujarati.newschecker.in,gujarati.newschecker.in,,https://gujarati.factcrescendo.com/fake-trailer-of-shahrukh-khans-pathan-film-went-viral/,2020-09-01T00:00:00Z,partly true/misleading,misleading,gu,Gujarati,79,21,gujarati,True,xfact_2021
,,"ટીપુ સુલતાન પર ફિલ્મ બની રહી છે, શાહરુખ ખાન લીડ રોલમાં જોવા મળશે. યૂટ્યૂબ પર એક આ ફિલ્મ પર એક ટ્રેઇલર અપલોડ કરવામાં આવ્યું છે, જેમાં શાહરુખ ખાન હીરો તરીકે જોવા મળે છે. સોશ્યલ મીડિયા પર આ ફિલ્મના પોસ્ટર સાથે ફિલ્મનો બહિષ્કાર કરવો વગેરે જેવા દાવા સાથે પોસ્ટ વાયરલ કરવામાં આવી છે.",facebook user,2020-05-05T00:00:00Z,2020-05-05 00:00:00+00:00,2020.0,5.0,gujarati.newschecker.in,gujarati.newschecker.in,,https://gujarati.newschecker.in/fact-checks/a-film-is-being-made-on-tipu-sultan-and-shahrukh-khan-in-the-lead-role/,2020-05-18T00:00:00Z,partly true/misleading,misleading,gu,Gujarati,277,52,gujarati,True,xfact_2021
,,ફ્રાન્સના પ્રખ્યાત ફૂટબોલર પોલ પોગ્બા ઇસ્લામ અંગે ફ્રેન્ચ રાષ્ટ્રપતિના નિવેદનના વિરોધમાં ફૂટબોલ રમતથી નિવૃત્ત થયા છે.,Facebook user,2020-10-28T00:00:00Z,2020-10-28 00:00:00+00:00,2020.0,10.0,gujarati.newschecker.in,gujarati.newschecker.in,,https://www.facebook.com/thinkeragujarati/posts/149189930232586?__xts__[0]=68.ARCoEhBNCef8f0ZDkD45ok7dIFJW-jndCupj_lz6aO-Ov1j95Titm47B-qM-YMrSEALs75xfhnNUf7ZwSYW1ET2OjbjUxJnKMEHJhUw_27JAyINsjzExZUG0-SpEBQQEdVC71c1KNI986j1hpVUdvsHYah86l-Tl5m4LWLeNJaf1MlLjQX1sjxwlANLmVgyTeIKZ9fZcZ4dQ4OAIxeXVQICZdu_NHmxNahbgh_fPVnr8O8QRNjlDV0W_0jk3OzQ0bZOlF9252WwZMWCGmiWBQX1BXGdR8xR4YVfks7kd-m1S2EUrnipc9gh6fs3RAgm5zWy1xcMlas_eqjd49ylS_m4,2020-10-29T00:00:00Z,false,false,gu,Gujarati,117,16,gujarati,True,xfact_2021
,,"य #प्रेमकांत हैं जो अपने #मुस्लिम पड़ोसी को बचाते हुवे बुरी तरह से जल गए थे, और वो अब इस दुनिया में नहीं रहे, प्रेमकांत हम आपके जज्बे को #सलाम करते हैं, आपने इंसानियत जिंदा रखी!",facebook user,2020-03-02T00:00:00Z,2020-03-02 00:00:00+00:00,2020.0,3.0,gujarati.newschecker.in,gujarati.newschecker.in,,,2020-03-02T00:00:00Z,partly true/misleading,misleading,gu,Gujarati,177,36,devanagari,True,xfact_2021
,,अयोध्या प्रभु श्री राम जी की मंदिर निर्माण का पहला तस्वीर है।,facebook user,2020-11-01T00:00:00Z,2020-11-01 00:00:00+00:00,2020.0,11.0,gujarati.newschecker.in,gujarati.newschecker.in,,,2020-11-01T00:00:00Z,partly true/misleading,misleading,gu,Gujarati,61,12,devanagari,True,xfact_2021
,,વિશ્વના સૌથી મોટા મોટેરા સ્ટેડિયમની એક ઝલક... કેપશન સાથે એક વિડિઓ વાયરલ કરવામાં આવ્યો છે.,whatsapp user,2020-02-25T00:00:00Z,2020-02-25 00:00:00+00:00,2020.0,2.0,gujarati.newschecker.in,gujarati.newschecker.in,,https://gujarati.newschecker.in/fact-checks/video-of-australias-stadium-goes-viral-with-a-glimpse-of-motera-stadium/,2020-02-25T00:00:00Z,partly true/misleading,misleading,gu,Gujarati,89,15,gujarati,True,xfact_2021
,,ગૂગલ પેનો ઉપયોગ કરતા પહેલા સાવધ રહેવું. કોઈપણ ચુકવણી સંબંધિત મુદ્દાઓ અથવા ગૂગલ પેને લીધે થતી છેતરપિંડી આરબીઆઈના કાર્યક્ષેત્રની બહાર હશે ..જરા સાવચેત રહેવું,twitter user,2020-06-25T00:00:00Z,2020-06-25 00:00:00+00:00,2020.0,6.0,gujarati.newschecker.in,gujarati.newschecker.in,,https://gujarati.newschecker.in/fact-checks/google-pay-clarifies-all-transaction-protected-by-redressal-processes-of-rbi/,2020-06-26T00:00:00Z,partly true/misleading,misleading,gu,Gujarati,155,24,gujarati,True,xfact_2021
,,70 सालो तक हमे पाकिस्तान का झंडा लहरा कर चिढ़ाया जाता था । कल करांची की रैली में हिंदुस्तान के झंडे लहराये गए,Twitter user,2020-10-20T00:00:00Z,2020-10-20 00:00:00+00:00,2020.0,10.0,gujarati.newschecker.in,gujarati.newschecker.in,,,2020-10-21T00:00:00Z,false,false,gu,Gujarati,109,23,devanagari,True,xfact_2021
,,पुलिस लाठी चार्ज करती नही सरकार करबाती हैं,Facerbook User,2020-10-13T00:00:00Z,2020-10-13 00:00:00+00:00,2020.0,10.0,gujarati.newschecker.in,gujarati.newschecker.in,,,2020-10-13T00:00:00Z,partly true/misleading,misleading,gu,Gujarati,42,8,devanagari,True,xfact_2021
,,बस इसी का इंतजार था!!,twitter user,2020-09-06T00:00:00Z,2020-09-06 00:00:00+00:00,2020.0,9.0,gujarati.newschecker.in,gujarati.newschecker.in,,,2020-09-07T00:00:00Z,false,false,gu,Gujarati,21,5,devanagari,True,xfact_2021
,,"હાથરસ (ઉત્તરપ્રદેશ) ની એક દીકરી પર ગેંગરેપ થાય, પીડિતા સાથે અકલ્પનિય વ્યવહાર થાય અને છેલ્લે અંતિમ શ્વાસ લીધો ત્યારબાદ અંતિમ સંસ્કારમાં પરિવાર મોઢું પણ ના ભાળે",facebook-twitter users,2020-10-01T00:00:00Z,2020-10-01 00:00:00+00:00,2020.0,10.0,gujarati.newschecker.in,gujarati.newschecker.in,,,2020-10-01T00:00:00Z,false,false,gu,Gujarati,158,26,gujarati,True,xfact_2021
,,"अमीर आदमी का इस देश में कोई कुछ नहीं बिगाड़ सकता चाहे वह कितना भी बड़ा चोर हो। , PNB fraud: Nirav Modi papers gutted in fire at Income Tax office",,2020-05-03T00:00:00Z,2020-05-03 00:00:00+00:00,2020.0,5.0,gujarati.newschecker.in,gujarati.newschecker.in,,https://gujarati.newschecker.in/fact-checks/pnb-fraud-nirav-modi-papers-gutted-in-fire-at-income-tax-office/,2020-05-05T00:00:00Z,partly true/misleading,misleading,gu,Gujarati,145,31,devanagari,False,xfact_2021
,,"સોશિયલ મીડિયા પર એક રતન ટાટા નામ પર એક દાવો વાયરલ કરવામાં આવ્યો છે, જે મુજબ રતન ટાટા દ્વારા કહેવામાં આવ્યું છે કે આ વર્ષ કમાણી કરવા માટે નહીં જીવિત રહેવા માટે છે.",,2020-05-03T00:00:00Z,2020-05-03 00:00:00+00:00,2020.0,5.0,gujarati.newschecker.in,gujarati.newschecker.in,,https://zeenews.india.com/gujarati/business/ratan-tata-gave-awesome-reply-to-instagram-user-who-called-him-chotu-84093,2020-05-05T00:00:00Z,partly true/misleading,misleading,gu,Gujarati,162,33,gujarati,False,xfact_2021
,,બેંક ઓફ બરોડા નું 3 મહિનામાં 21000 કરોડ નું નુકશાન બરોડા અને દેના બેંક વાળા ને ડરાવતો નથી આ તો માહિતી આપું છું.,tiktok user,2020-03-16T00:00:00Z,2020-03-16 00:00:00+00:00,2020.0,3.0,gujarati.newschecker.in,gujarati.newschecker.in,,https://gujarati.factcrescendo.com/did-bank-of-baroda-loss-21-thousand-crores-in-last-quarter/,2020-03-18T00:00:00Z,partly true/misleading,misleading,gu,Gujarati,111,23,gujarati,True,xfact_2021
